ts,dpid,opcode,src_ip,dst_ip,src_mac,dst_mac,src_ip_oct,dst_ip_oct,src_mac_b,dst_mac_b,is_request,is_reply,is_gratuitous,dst_mac_zero,req_rate_1s,mac_change_count,label
1766131933.7712374,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131933.7892156,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,22,0,attack
1766131933.7904816,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131933.8085976,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,23,0,attack
1766131933.8091908,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131933.8290064,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,24,0,attack
1766131933.8303938,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131933.8502514,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,25,0,attack
1766131933.8520477,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131933.8706331,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,26,0,attack
1766131933.8727214,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131933.8900857,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,27,0,attack
1766131933.8916712,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131933.9102952,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,28,0,attack
1766131933.9118495,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131933.930697,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,29,0,attack
1766131933.9326084,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131933.9513657,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,30,0,attack
1766131933.953208,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131933.9716575,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,31,0,attack
1766131933.9724429,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131933.9903395,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,32,0,attack
1766131933.990863,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.0111463,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,33,0,attack
1766131934.0124028,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.0319953,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,34,0,attack
1766131934.03353,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.0526817,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,35,0,attack
1766131934.054769,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.071314,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,36,0,attack
1766131934.0719614,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.0918603,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,37,0,attack
1766131934.0929952,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.1115704,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,38,0,attack
1766131934.1128323,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.132224,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,39,0,attack
1766131934.1331482,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.1517563,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,40,0,attack
1766131934.152388,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.172061,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,41,0,attack
1766131934.1726754,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.1934617,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,42,0,attack
1766131934.196385,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.2146184,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,43,0,attack
1766131934.218748,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.2350066,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,44,0,attack
1766131934.2375493,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.2548676,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,45,0,attack
1766131934.2561588,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.2742054,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,46,0,attack
1766131934.2754714,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.2938733,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,47,0,attack
1766131934.2952335,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.3155005,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,48,0,attack
1766131934.318405,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.3351817,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,49,0,attack
1766131934.3366797,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.354985,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,50,0,attack
1766131934.3574128,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.3765771,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,1,0,attack
1766131934.3790724,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.395115,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,2,0,attack
1766131934.396505,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.4168942,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,3,0,attack
1766131934.4193666,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.435886,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,4,0,attack
1766131934.437735,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.4565744,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,5,0,attack
1766131934.4590583,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.4759803,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,6,0,attack
1766131934.479359,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.4966369,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,7,0,attack
1766131934.4994135,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.51728,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,8,0,attack
1766131934.5202055,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.537659,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,9,0,attack
1766131934.5398045,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.5564516,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,10,0,attack
1766131934.5579789,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.578065,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,11,0,attack
1766131934.5803685,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.5979118,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,12,0,attack
1766131934.6011822,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.6181705,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,13,0,attack
1766131934.6200182,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.6377928,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,14,0,attack
1766131934.6393209,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.6575797,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,15,0,attack
1766131934.65903,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.677796,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,16,0,attack
1766131934.6791365,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.697857,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,17,0,attack
1766131934.699154,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.7181425,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,18,0,attack
1766131934.7195468,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.7381525,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,19,0,attack
1766131934.739439,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.7584264,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,20,0,attack
1766131934.7597666,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.7783644,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,21,0,attack
1766131934.779591,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.798854,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,22,0,attack
1766131934.8002107,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.8188353,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,23,0,attack
1766131934.82034,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.8388703,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,24,0,attack
1766131934.8403986,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.8590991,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,25,0,attack
1766131934.860379,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.879108,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,26,0,attack
1766131934.880355,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.899297,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,27,0,attack
1766131934.9004838,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.9193647,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,28,0,attack
1766131934.9206731,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.9395618,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,29,0,attack
1766131934.9407468,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.9596395,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,30,0,attack
1766131934.960805,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131934.9798603,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,31,0,attack
1766131934.981078,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.0000076,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,32,0,attack
1766131935.0005548,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.02023,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,33,0,attack
1766131935.0214753,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.0403633,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,34,0,attack
1766131935.041585,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.04309,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,35,0,attack
1766131935.0442357,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.063422,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,36,0,attack
1766131935.0648072,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.0836568,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,37,0,attack
1766131935.085215,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.103721,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,38,0,attack
1766131935.105101,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.123885,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,39,0,attack
1766131935.1251056,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.1440294,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,40,0,attack
1766131935.145738,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.1645644,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,41,0,attack
1766131935.166509,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.1846132,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,42,0,attack
1766131935.185605,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.2039924,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,43,0,attack
1766131935.2044816,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.223945,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,44,0,attack
1766131935.2244935,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.2465537,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,45,0,attack
1766131935.248783,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.2659943,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,46,0,attack
1766131935.2669978,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.285468,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,47,0,attack
1766131935.2866554,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.3046453,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,48,0,attack
1766131935.3053582,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.3247802,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,49,0,attack
1766131935.3256428,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.346533,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,50,0,attack
1766131935.3478937,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.3660152,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,51,0,attack
1766131935.366752,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.3855813,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,1,0,attack
1766131935.386309,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.4060423,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,2,0,attack
1766131935.4071646,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.426492,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,3,0,attack
1766131935.4283268,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.4480698,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,4,0,attack
1766131935.450947,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.4675698,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,5,0,attack
1766131935.4691803,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.4875107,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,6,0,attack
1766131935.4888077,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.506942,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,7,0,attack
1766131935.507918,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.5282524,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,8,0,attack
1766131935.5303483,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.5482943,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,9,0,attack
1766131935.5502107,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.567341,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,10,0,attack
1766131935.567877,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
1766131935.587286,1,1,10.0.0.3,10.0.0.1,00:00:00:00:00:03,00:00:00:00:00:00,3,1,3,0,1,0,0,1,11,0,attack
1766131935.587859,1,2,10.0.0.1,10.0.0.3,00:00:00:00:00:01,00:00:00:00:00:03,1,3,1,3,0,1,0,0,0,1,attack
